id	text_id	url	domain	y_pred	text	text_length	translation	y_true	comment
33595	CLASSLA-web.hr.3331003	https://www.pumpe.hr/drenazne-pumpe/79-hidro-metal-pumpe-za-vodu/hidrofori-hidropakhidroblok-/609-sirio-frekventni-regulator	pumpe.hr	Promotion	Elektronska jedinica za pumpe bazirana na inverter tehnologiji , radi održavanja konstantnog tlaka Kontrolira pokretanje i zaustavljanje pumpe modulirajući brzinu vrtnje prema potrošnji vode u sistemu                             Konstantan pritisak zbog regulacije brzine pumpe                             Ušteda energije zbog smanjene apsorpcije                             Postupno meko startanje i zaustavljanje pumpe ublažava harmonizaciju struje te reducira startne struje u električnoj mreži                             Zaštita od rada na suho u slučaju nestanka vode na usisu pumpe                             Automatski restart sa autonomnim poništenjem greške u slučaju alarma od rada na suho                             Nadziranje pumpe radi zaštite-kod ponavljanih alarma zbog rada na suho                             Digitalni displej za prikaz pritiska u sistemu (bar)                             	89	Electronic unit for pumps based on inverter technology, to maintain constant pressure controls the starting and stopping pump, modulating the speed of spinning according to the water consumption of constant pressure due to the regulation of the energy savings of energy savings due to reduced absorption gradually soft starting and stopping the pump alleviates the harmonization of the current and reduces the starting current In the electric network, the protection of dry water in the event of the disappearance of water on the pump suction automatically restart with the autonomous annulment of the error in the case of alarm operation of the pump to protect the replicated alarm for working on a dry digital display to display pressure in the system (bar)	Promotion	
33695	CLASSLA-web.sl.3341158	https://www.uradni-list.si/glasilo-uradni-list-rs/vsebina/2020000700066/	uradni-list.si	Legal	Okrajno sodišče v Novi Gorici je po okrajni sodnici Jožici Živec Umek, v zapuščinski zadevi po dne 5. 4. 2017 umrli Marinič Frančiški, roj. Humar, roj. 22. 6. 1925, z zadnjim stalnim prebivališčem Gortanova ulica 6, Nova Gorica, izven naroka, dne 6. 9. 2019 sklenilo:                             Na podlagi 4. točke drugega odstavka 82. člena Zakona o pravdnem postopku se dediču Dušanu Mariniču, neznanega bivališča, v tem postopku postavi začasna zastopnica odvetnica Dragica Vuga, Partizanska ulica 55, 5000 Nova Gorica, ki bo zastopala dediča v zapuščinski zadevi D 253/2017, vse dokler dedič ali njegov pooblaščenec ne nastopi pred sodiščem oziroma dokler organ, pristojen za socialne zadeve, ne sporoči sodišču, da je postavil skrbnika.                             	110	According to the county judge Jožica Živec, the District Court in Nova Gorica, in the legacy case after 5 April 2017, died Marinič Francis, born. Humar, swarm. June 22, 1925, with the last permanent residence of Gortanova ulica 6, Nova Gorica, outside the hearing, on 6 September 2019 concluded: on the basis of point 4 of the second paragraph of Article 82 of the Law on Civil Procedure, heir to Dušan Marinič, an unknown residence, In this procedure, the temporary representative is placed by lawyer Dragica Vuga, Partizanska ulica 55, 5000 Nova Gorica, who will represent the heir in the legacy case d 253/2017 until the heir or his proxy occurs before the court or as long as the authority responsible for social affairs inform the court that he has erected the guardian.	Legal	
34188	CLASSLA-web.hr.3390200	https://www.gohome.hr/nekretnine.aspx?q=zagreb%20centar%2095%20m2&amp;amp;str=9	gohome.hr	Other	-5%                             nude kredite između posebice Pozdrav g / gospođa Želim skrenuti pozornost da mogu da napravite poseban kredit od 5000 € do 500 milijuna € na rok od 10 godina (da se raspravlja) 2% kamata godišnje. Vi znate da je zabranjeno nositi na kredit. Morate napraviti kredit, imajte na umu područja....                             Prodaje se stan/poslovni prostor u centru grada, Draškovićeva ulica. 90 m2 upisanih u vlasnički list, 94 m2 u naravi. Stan se od 1992. koristi kao poslovni prostor, odvjetnički ured. Sastoji se od 4 prostorije, kupaonice sa WC-om i odvojenim WC-om, te čajne kuhinje i balkona. Blizina....                             -10%                             +6%                             	95	-5% offers loans between especially G / Ms. I want to draw attention to I can make a special loan of € 5,000 to € 500 million for a period of 10 years (to discuss) 2% interest a year. You know it is forbidden to carry on credit. You have to make a loan, keep in mind the areas .... Apartment/office space for sale in the city center, Draskovic Street. 90 m2 inscribed in the ownership newspaper, 94 m2 in nature. The apartment has been used as a business premises since 1992, a law firm. It consists of 4 rooms, bathrooms with toilet and separate toilet, as well as tea kitchens and balconies. Proximity .... -10% +6%	Promotion	
34685	CLASSLA-web.mk.498343	http://www.forum.idividi.com.mk/forum_posts.asp?TID=13437&amp;PN=8	forum.idividi.com.mk	Forum	Има луѓе што ја сакаат Македонија само тие како вас се слепи и незнаат како се прави тоа...                             А Америка има право да врши терор врз друга држава па дури и да ја бомбардира??? Како можеш да велиш дека едни имаат, а други немаат... Кој и го дал правото на Америка да врши терор по целиот свет ??? Па уште и ти тоа да го одобруваш... А нема само Русија и Америка ќе си отиде како помочана од балканот исто како од Виетнам...                             Русија кон Грузија се однесува како колонијален силеџија Лондон, 2 мај (МИА) - Русија кон својот сосед Грузија се однесува како "колонијален силеџија", пишува "Индепендент" во својот редакциски коментар за најновата криза околу оваа кавкаска држава, јави дописникот на МИА од Лондон. Весникот наведува дека таквото однесување на Москва, за кое тврди дека наликува на она од времето на поранешниот Советски Сојуз, е последица на однесувањето на Западот, кого "Индепендент" го обвинува за блокирањето на приближувањето на Грузија кон НАТО, што беше направено на последниот самит на Алијансата. - Русија добро знае дека западните земји нема да потрчаат за да им пружат помош на Грузијците во нивниот судир со големиот и моќен сосед, па затоа така и се однесуваат, констатира лондонскиот весник. Затегнатоста меѓу Русија и Грузија трае уште од таканаречената "револуција на розите" во 2003 година, кога властите во Тбилиси наместо тесното сојузништво со Москва, решија за прв пат да се свртат кон Западот. - Таа кризна ситуација деновиве добива на драматика, околу областите Абхазија и Јужна Осетија кои најавуваат отцепување од Грузија, за што се широко подржувани и потикнувани од Русија, наведува "Индепендент". Според овој лондонски весник, дипломатскиот пораз на Москва околу косовската независност, ја огорчи Русија која сега настојува да докаже дека тоа што важи за Косово може да се применува и за овие две грузиски области во кои повеќето од луѓето зборуваат руски јазик. Грузија затоа одби да му се приклучи на европскиот консензус околу Косово и да ја призне независноста на новата балканска држава и понуди федеративно уредување на земјата, со значително зголемување на правата за Абхазија. Таквата понуда локалните власти во Сухуми ја отфрлија, инсистирајќи на целосна незвисност, иако се вели дека се повеќе стравуваат дека би можеле да бидат анектирани од Русија. За грузиската криза, денеска во Лондон, треба да се сретнат и да разговараат американскиот државен секретар Кондолиза Рајс и рускиот министер за надворешни работи Сергеј Лавров.                             Ајде ајде ќе почне светот да се расцепува... хехехе!!! На ред е Белгија, па слушам и велика Британија односно Шкотска ќе се одвојува, па северна Ирска и така натака... Добро е да осетат на своја кожа како изгледа тоа... Да ми е да доживеам и САД да се распадне на ситни државички, почнувајќи од Калифорнија и Тексас, па ако треба и утре да умрам...                             Немој бе така...што ќе праиме ние на форумов после без тебе..а?                             Ти текнуе з'ш лисицата идела после ПРЧОТ..и си мислела дека секој миг МУ.АТА ќе му паднат наземи..оти многу се "клателе"..??                             	488	There are people who love Macedonia only those like you are blind and do not know how to do it ... And America has the right to terrorize another state and even bomb it ??? How can you say that one has, and others have no ... Who has given America the right to terrorize all over the world ??? And you still approve it ... And not only Russia and America will go as aid from the Balkans just like Vietnam ... Russia acts as a colonial bully London, May 2 (MIA) - Russia towards its Neighbor Georgia acts as a "colonial bully", writes The Independent in its editorial commentary on the latest crisis around the Caucasian state, MIA's correspondent in London said. The newspaper says that such behavior by Moscow, which claims to look like that of the former Soviet Union, is a consequence of Western behavior, which the "Independent" accuses of blocking Georgia's approximation to NATO, which was done at the latest summit. to the Alliance. "Russia knows well that Western countries will not run to help Georgians in their clashes with their big and powerful neighbor, so they behave, so the London newspaper said. The tightness between Russia and Georgia has been going on since the so -called "Roses Revolution" in 2003, when authorities in Tbilisi instead of the close alliance with Moscow decided to turn to the West for the first time. "That crisis situation is getting dramatics these days, around the areas of Abkhazia and South Ossetia, announcing secession from Georgia, for which they are widely supported and encouraged by Russia," the Independent said. According to this London -based newspaper, Moscow's diplomatic defeat over Kosovo's independence has resented Russia, which is now seeking to prove that what applies to Kosovo can be applied to these two Georgian areas in which most people speak Russian. Georgia therefore refused to join the European consensus on Kosovo and to meet the independence of the new Balkan state and offered a federal landscaping of the country, with a significant increase in Abkhazia's rights. Such an offer was rejected by local authorities in Suhumi, insisting on complete independence, although they are said to be more feared that they could be annexed by Russia. The Georgian crisis, today in London, should meet and discuss US Secretary of State Condoleezza Rice and Russian Foreign Minister Sergei Lavrov. Come on, the world will start to clog ... Hehehe !!! It is Belgium, so I hear the UK and Scotland will be separated, so Northern Ireland and so on States, starting with California and Texas, and if I need to die tomorrow ... don't be so ... What will we do on this forum after without you..a? You mean the fox was idle with the crop ... and you thought that every moment would fall.	Forum	
35300	CLASSLA-web.mk.556171	https://www.pravdiko.mk/predlozhen-e-zakon-za-gradezhnite-proizvodi/	pravdiko.mk	Legal	Целта за носење Предлог – законот за градежните производи да се изврши транспонирање на новата регулатива 305/2011 и со новите текстови на Анекс III и Анекс V од регулативата на Европската Унија во областа на градежните производи во законодавството на Република Македонија.                             Постоењето на нееднаков третман на пазарот на градежни производи во земјите на ЕУ, како и потребата од воведвање на еднаков третман на изјавата за својствата и принципот на системот за оцена и потврда на постојаност на својствата на градежните производи беа основните причини за донесувањето на новата регулатива.                             Правилата во оваа Регулатива дирекно влијаат врз условите за градежните производи. Овие услови постепено се одразуваат на националните стандарди за производи, националните технички одобренија и технички спецификации кои се поврзани со градежните производи. Овие правила не се однесуваат само на безбедност на градбите и на градежните работи, туку и на здравјето, издржливоста, зашдеда на енергија и заштита на животната средина.                             Предложеното законско решение ќе придонесе во поедноставување на административните постапки, скратување на времето потребно за добивање на именување на телата и се во функција на зголемена ефикасност за контрола и сузбивање на сите техничи и трговски бариери во оваа област.                             Со Предлог – законот ќе се се уредат системите за оцена и потврда на постојаноста на својствата на градежните производи, дејствијата кои во рамките на оцената и потврдата на постојаноста на својствата на градежните производи ги спроведуваат производителите на градежните производи, како и документите за оцена и потврда на постојаноста на својствата на градежните производи, На овој начин се воведува еднаков третман на условите за пласирање на пазарот или ставање на располагање на пазарот на градежни производи со воспоставување усогласени правила за функционалноста на градежните производи во врска со нивните основни карактеристики и за употребата на "СЕ" ознака на овие производи.                             Со Предлог – законот ќе се уредат барања за именувани тела, постапка за именување, обврски на именуваните тела, обврски и барања за именување на тела за техничка оцена, услови за работа и постапување на именуваното тело за спроведување на овој закон и други прашања важни за пуштање на пазар на градежни производи и неусогласеното подрачје.                             Со Предлог – законот се уредува и надзорот над спроведувањето на законот, надзор на пазарот, контрола и инспекцискиот надзор, во областа на градежните производи.                             	364	The purpose of adopting the Draft Law on Construction Products to transpose the new Regulation 305/2011 and with the new texts of Annex III and Annex V of the European Union Regulation in the field of construction products in the legislation of the Republic of Macedonia. The existence of unequal treatment of the EU Construction Market in EU countries, as well as the need to introduce equal treatment of the statement of properties and principle of the system for evaluating and confirming the consistency of the properties of building products, were the main reasons for the adoption of the new regulation. The rules in this regulation directly affect the conditions for construction products. These conditions are gradually reflected in national product standards, national technical approvals and technical specifications related to construction products. These rules apply not only to the safety of buildings and construction work, but also to health, endurance, energy and environmental protection. The proposed legal solution will contribute to simplifying administrative procedures, shortening the time required to obtain bodies and are in the function of increased efficiency to control and suppress all technicians and trade barriers in this area. The draft law will regulate the assessment systems and confirmation of the consistency of the properties of construction products, the actions that are carried out by the manufacturers of construction products, as well as the assessment and confirmation documents. The consistency of the properties of construction products, in this way, introduces equal treatment of the conditions for marketing or making available on the market for construction products by establishing harmonized rules for the functionality of construction products regarding their basic characteristics and for the use of " Are "marking these products. The draft law will regulate requests for named bodies, appointment procedure, obligations of named bodies, obligations and requests for naming technical assessment bodies, working conditions and acting body for implementing this law and other issues important for Releasing the market for construction products and the non -compliance. The draft law also regulates the supervision of law enforcement, market supervision, control and inspection in the field of construction products.	Legal	
35571	CLASSLA-web.sl.3521045	http://bos.zrc-sazu.si/c/neva.exe?n=a_si_s&amp;amp;ver=0&amp;amp;e=A_I_PR_FM_DRO%20929	bos.zrc-sazu.si	Prose/Lyrical	Mi, kar nas je velikih, smo bili tako zamaknjeni v nebeškega gosta in v njegov sijaj, da se niti brigali nismo za to; dekletce pa je imelo povsod svoje oči, in ko je dostojanstveno spet izginil, je rekla in povedala: »Miklavž ni bil nič ranjen.« Iz tega dejstva je sklepala, da se bo tudi Božiček srečno izmazal skozi nevarnosti in grozo vojne in prišel kakor druga leta, in se je izkazalo, da je sodila prav. Prišel je in da je prinesel fantu vojake, se razume; konja, boben in trobento je pa že imel.                             	93	We, which are big us, were so delayed into a guest of Heaven and in its gloss that we didn't even care about it; The girls, however, had their eyes everywhere, and when he disappeared dignified again, she said and said, "Miklavž was not injured." years, and it turned out to be right. He came and brought the guy of soldiers, of course; He already had a horse, a drum and a trumpet.	Prose/Lyrical	
36912	CLASSLA-web.sl.3653589	https://www.revija-vzgoja.si/spremljajte-nas	revija-vzgoja.si	Other	Za vas vsaka dva tedna pripravimo brezplačni obvestilnik E-Vzgoja. V njem obveščamo o aktualnih dogodkih v DKPS in tudi nekaterih drugih. Če želite na svoj e-naslov tudi vi prejemati E-Vzgojo, izpolnite spodnji obrazec.                             V kolumni objavljamo zapise, mnenja, odmeve na aktualne dogodke ali pa razmišljanja o določni temi. Vabljeni k branju.                             Naročam E-Vzgojo                             Želim prejemati E-Vzgojo                             Prijavnica                             Ime in Priimek                             E-naslov                             Splošni pogoji                             DA, seznanjen sem in soglašam: Z osebnimi podatki ravnamo skrbno in z vso veljavno slovensko in evropsko zakonodajo. Uporabimo jih zgolj v zgoraj navedene namene. Prijavitelj ima kadarkoli pravico prepovedati nadaljnjo obdelavo svojih osebnih podatkov, zahtevati njihovo popravo, izbris, omejitev obdelave, prenos ali podati ugovor zoper obdelavo.                             	102	For you every two weeks, prepare a free e-educational notice. It informs about current events in DKPS as well as some others. If you also want to receive e-mail to your email address, fill out the form below. In column we publish records, opinions, echoes on current events, or thinking about a particular topic. You are invited to read. I order e-educational I want to receive the e-educational application form first and last name Email General Terms and Conditions Yes, I am aware and agree: We treat personal data carefully and with all the applicable Slovenian and European legislation. They are used only for the above purposes. The applicant has the right to prohibit the further processing of his or her personal data, to request their correction, deletion, restriction of processing, transfer or submit an objection to the processing.	Information/Explanation	Hard example
38242	CLASSLA-web.hr.3789821	http://www.energetika-net.com/vijesti/energetsko-gospodarstvo/iduci-tjedan-gorivo-snazno-poskupljuje-34939	energetika-net.com	News	Tagovi                             Tportalov izvor, od kojeg redovito dobivaju točne prognoze i informacije o cijenama goriva, tvrdi da će od idućeg tjedna cijene svih dizelskih goriva otići gore za čak 90 lipa po litri dok će benzin poskupjeti za oko 70 lipa po litri. Drugim riječima, pun spremnik dizela od 50 litara, koji sada košta oko 650 kuna, otići će na oko 700 kuna. Ništa bolje neće proći ni vlasnici benzinaca jer će prosječan tank, koji sada košta 700 kuna, otići na 750 kuna ili tek nešto manje od okruglih sto eura.                             Ministar gospodarstva Davor Filipović neki dan je izjavio da država prati cijene te da će po potrebi reagirati, a danas se očitovao i premijer Plenković, koji je rekao da se može intervenirati u marže i trošarine, te da će o tome danas raspravljati. Optimum bi bilo uvođenje plivajućih trošarina, po uzoru na neke druge zemlje, no time bi si država izbila solidan prihod u turističkoj sezoni pa je pitanje želi li ići na taj potez u ovom trenutku.                             Država je već intervenirala u cijene goriva, ukinuvši obvezu primješavanja biokomponente (0,50kn/l), smanjene su trošarine za 0,20 kn/litri, a zbog niže cijene manje ije i iznos obračunatog PDV-a. Prijevoznici su predlagali da se smanji ili privremeno suspendira minimalni iznos trošarine na EU razini, koji je postavljen na 330 eura na 1.000 l, po EU smjernici.                             	220	The tagova Tportal's source, from which they regularly receive accurate forecasts and information about fuel prices, claims that from next week the prices of all diesel fuels will go up for as many as 90 lipa per liter, while the gasoline will jump by about 70 lipa per liter. In other words, a full tank of 50 liters diesel, which now costs around 650 kuna, will go to about 700 kuna. No better gas owners will go, because the average tank, which now costs 700 kuna, will go to 750 kuna or just less than a round one hundred euros. Economy Minister Davor Filipovic, the other day, stated that the state was following prices and that he would react as needed, and today Prime Minister Plenkovic, who said he could intervene in margins and excise duties, and that he would discuss this today. Optimum would be the introduction of swimming excise duties, modeled on some other countries, but in doing so, the state would break out of solid revenue in the tourist season, so the question is whether it wants to go to that move at the moment. The state has already intervened in fuel prices, abolishing the obligation to consume biocomposes (0.50kn/L), excise duties by 0.20 kn/liter have been reduced, and due to the lower price of less and the amount of the calculated VAT. The carriers suggested to reduce or temporarily suspend the minimum amount of excise duties at EU level, which was placed at 330 euros at 1,000 l, per EU guidelines.	News	
38567	CLASSLA-web.sl.3822392	https://novice.svet24.si/clanek/zanimivosti/55cda3e75e029/magicni-johnson	novice.svet24.si	Information/Explanation	Magični Johnson - Svet skozi čas                             14. avgusta se je v Michiganu rodila ena največjih košarkarskih legend, Earvin »Magic« Johnson mlajši.                             Magic Johnson je upokojeni ameriški košarkar, ki je igral na položaju organizatorja za Los Angeles Lakerse v ligi NBA. Po osvojitvi srednješolskega in univerzitetnega košarkarskega prvenstva ZDA je bil leta 1979 izbran na naboru lige NBA s strani Lakersov. Že v svoji prvi profesionalni sezoni je ob naslovu prvaka osvojil nagrado za najkoristnejšega košarkarja finalne serije lige NBA, v osemdesetih letih je z Lakersi nato osvojil še štiri naslove prvaka. Leta 1991 se je upokojil kot košarkar po razkritju, da je okužen z virusom HIV, toda leta 1992 je vseeno zaigral na olimpijskem turnirju, kjer je z ameriško reprezentanco osvojil zlato medaljo, in Tekmi vseh zvezd lige NBA, kjer je osvojil nagrado za najkoristnejšega košarkarja tekme.                             DOSEŽKI                             Po trikrat je bil izbran za najkoristnejšega košarkarja rednega dela lige NBA in finalne serije lige NBA, dvanajstkrat Tekme vseh zvezd in desetkrat v prvo ali drugo postavo lige NBA. Štirikrat je bil najboljši podajalec sezone in je vodilni v podajah na tekmo skozi celotno kariero z 11,2. Leta 1996 je bil izbran med 50 najboljših košarkarjev lige NBA, leta 2002 pa sprejet v Košarkarski hram slavnih.                             Dogodki 1896 – v Jukonu najdeno zlato                             Facebook                             1909 – v Mariboru ustanovljeno Dramatično društvo 1972 – 156 ljudi izgubi življenje ob strmoglavljenju vzhodnonemškega Iljušina 62 na vzhodnoberlinskem letališču                             Rojstva 1897 – France Pavlovec, slovenski slikar 1960 – Sarah Brightman, angleška sopranistka 1966 – Halle Berry, ameriška filmska igralka                             Facebook                             Smrti 1786 – Jožef Mrak, slovenski gradbenik, geodet 1988 – Enzo Anselmo Ferrari, italijanski izdelovalec avtomobilov 2013 – Gia Allemand, ameriška igralka in model                             	269	Magical Johnson - Throughout the time of August 14, the world was born in Michigan one of the greatest basketball legends, Earvin "Magic" Johnson the younger. Magic Johnson is a retired American basketball player who played in the position of organizer for Los Angeles Lakers in the NBA. After winning the US University Basketball Championships, he was selected in 1979 on the NBA League set by the Lakers. In his first professional season, he won the award for the most useful basketball player of the NBA final in the title of champion, and in the 1980s he then won four more championship titles. In 1991, he retired as a basketball player after disclosing that he was infected with HIV, but in 1992 he still played at the Olympic tournament, where he won a gold medal with the US national team, and the NBA matches of the NBA, where he won the award for the most useful basketball player games. The achievements of three times have been selected as the most useful basketball player of the regular NBA and the NBA League final, twelve times of all stars and ten times in the first or second NBA league lineup. Four times he has been the best passenger of the season and is a leader in passing through the entire career with 11.2. In 1996, he was selected from the 50 best NBA basketball players, and in 2002 he was admitted to the Basketball Temple of Fame. EVENTS 1896 - In Jukon found Gold Facebook 1909 - Founded in Maribor, the dramatic society 1972 - 156 people lose their lives with the overthrow of East German Iljušin 62 at the East Barlin Airport 1897 - France Pavlovec, Slovenian painter 1960 - Sarah Brightman, English Soprano 1966 - Halle Berry - Halle Berry Facebook Actress of Death 1786 - Jožef Mrak, Slovenian Construction, Geodet 1988 - Enzo Anselmo Ferrari, Italian car maker 2013 - Gia Allemand, American actress and model	Information/Explanation	
38714	CLASSLA-web.hr.3837178	https://hrvatska-danas.com/2021/08/26/splicanin-na-radu-u-wuhanu-u-tri-dana-testirali-su-cijeli-grad-u-kojem-zivi-12-milijuna-ljudi-kinezi-vjeruju-vladi-i-strucnjacima/	hrvatska-danas.com	News	Splićanin na radu u Wuhanu: U tri dana testirali su cijeli grad u kojem živi 12 milijuna ljudi. Kinezi vjeruju vladi i stručnjacima                             Kineski grad Wuhan, u kojem se COVID-19 prvi put pojavio krajem 2019. godine ponovno je testirao stanovnike kad je otkriveno nekoliko novih slučajeva nakon što se delta-varijanta prošli mjesec pojavila na istoku zemlje.                             Zadnji slučajevi COVID-a u Wuhanu zabilježeni su u svibnju 2020. godine, a kako izgleda život u tom gradu za koji zbog korone zan cijeli svijet ispričao je Splićanin Marko Jurić, koji trenira mlade kineske nogometaše u nogometnoj akademiji provincije Hubei.                             	94	Split's work in Wuhan: in three days they tested the whole city where 12 million people live. The Chinese trust the Government and experts of the Chinese city of Wuhan, in which Covid-19 first appeared at the end of 2019. He tested residents again when several new cases were discovered after the Delta-Varianta appeared in the east of the country last month. The latest cases of Covan in Wuhan were recorded in May 2020, and what a life in the city looks like, which is told the whole world because of the cornea, Marko Juric, who trains young Chinese football players at the Hubei Province Football Academy.	News	
38999	CLASSLA-web.mk.921342	http://www.interesno.mk/nauka/38-nauka/50238-koi-znaci-ke-gi-pogodi-polnata-rozeva-mesecina	interesno.mk	Instruction	Кои хороскопски знаци ќе ги погоди Розевата Полна Месечина                             Полната Месечина во арпил е една од најволшебните во годината. Во 2018 година Розевата Месечина се паѓа на 29 и 30 на 16 степен во Скорпија. Времето на Полна Месечина не поттикнува на промени, а кога е во знакот на трансформирачка Скорпија, тогаш не инспирира да направиме коренити промени во своите животи.                             Полната Месечина во април често се нарекува Розева Месечина, затоа што се смета за носител на женската среќа и таа што ја покренува пролетната среќа. Скорпијата претставува смрт, повторно раѓање и безусловна љубов. На површина е егоистичен, но всушност е полн со љубов.                             Енергијата на Скорпијата може да направи значајни промени таму каде што се потребни. Затоа, овој момент со Полната Месечина може да биде моќен момент во животот на поединците. Во тие моменти бидете свесни за тоа што го чувствувате и мислите. Ова ќе ви биде длабоко преиспитување, поради што ќе имате потреба да се повлечете малку и да се заштите од светот. Сега имате голема шанса да го отстраните она што ве спречуваше да бидете она што навистина сте. Полната Месечина во Скорпија најмногу ќе ги погоди родените во Стрелец, Близнаци, Водолија, Скорпија и Лав.                             	195	Which zodiac signs will hit the pink full moon The full moon in Arpil is one of the most evolving of the year. In 2018 the pink moon falls to 29 and 30 to 16 degrees in Scorpio. The full moon time does not prompt change, and when it is in the sign of transforming scorpion, then we do not inspire to make radical changes in our lives. The full moon in April is often referred to as the pink moon, because it is considered a carrier of female happiness and the one that raises spring happiness. Scorpio is death, rebirth and unconditional love. The surface is egoistic, but it is actually full of love. Scorpio energy can make significant changes where they are needed. Therefore, this moment with the full moon can be a powerful moment in the lives of individuals. In those moments, be aware of what you feel and thoughts. This will be a deep review, so you will need to withdraw a little and protect yourself from the world. Now you have a great chance to remove what you have prevented from being who you really are. The full moon in Scorpio will hit the most born in Sagittarius, Gemini, Aquarius, Scorpio and Leo.	Instruction	
39905	CLASSLA-web.sl.3956557	https://www.igrace-populi.com/izdelek/kuharski-komplet-za-peko/	igrace-populi.com	Promotion	Ta obsežen set za peko bo vsakega mladega kuharskega mojstra vzpodbudil, da bo razvil svoje sposobnosti. Zajema pekač za peko 6 kolačkov (muffinov), pekač za narastke, pekač za zavitke ali hlebce, metlico za stepanje, valjar in 6 modelčkov za rezanje testa. Priložena je še rokavica in komplet merilnih žlic. Prepričani smo, da bo vse to navdihnilo naše najmlajše in jih navdušilo za kreativno preživljanje časa v kuhinji. Naš komplet vzpodbuja kreativno in domiselno igranje vlog.                             	75	This extensive baking set will encourage every young chef to develop his abilities. It includes a baking tray for baking 6 cakes (muffins), a baking tray, a baking tray or loaves, a whisker, a roller and 6 dough cutters. The glove and a set of measuring spoons are also included. We are convinced that all this will inspire our youngest and impress them for the creative time in the kitchen. Our kit encourages creative and imaginative role play.	Promotion	
40099	CLASSLA-web.hr.3977865	http://www.casopiskvaka.com.hr/2020/04/vlasta-sumarev-stalo-mi-je.html	casopiskvaka.com.hr	Prose/Lyrical	Vlasta Sumarev | Stalo mi je                             Ako se ne javim kad odlazim Znači da tugujem u sebi I da se nećkam Lomim popola Da brojim sekunde do povratka A još nisam ni otišla Ako se ne javim kad odlazim Srce mi se steglo Prsa ne dišu tek plitko uzdišu Zakopčane misaone impresije Nosim iza u vlasištu bola Sustežem se od njega Natovarena čekanjem Povratka Ako se ne javim kad odlazim Ne očekujem čekanje Jer tko još čekati hoće Ono je kao ponudjeno voće Pojede ga vrijeme ili crvi Biti daleko sam Nije posljednji put Kao ni prvi Ako se ne javim kad odlazim Ne znači da ne žalim Put je totalno opravdan Neravan neutaban banalan Duboko stisnute emocije Osmjehuju se podvojene Čine fatamorganu U pustinji Slobode                             	125	Vlasta Sumarev | I care if I don't answer when I'm leaving means to mourn in myself and let me break in a popel to count a second until my return and I haven't even left if I don't answer when I go my heart tightened my chest not breathe only shallowly sighing thoughts of impressions I wear Behind in the scalp of the pain, I catch myself loaded with a waiting for a return if I don't answer when I leave I don't expect waiting because who else wants to want it is like the offered fruit eats it time or worms be far not last like the first if I don't answer when I leave Does not mean that I do not regret the path is a totally justified unevenly unobstructed banal deep -squeezed emotions smiles underwater make fatamorgan in the wilderness of freedom	Prose/Lyrical	
